Make,Model,Variant,Ex-Showroom_Price,Fuel_Type,Power,Torque,Displacement,Fuel_Tank_Capacity,Type,Body_Type,Seating_Capacity,ARAI_Certified_Mileage,Length,Width,Height,Kerb_Weight,Ground_Clearance,Front_Brakes,Rear_Brakes,ABS_(Anti-lock_Braking_System),Airbags
Mahindra,Xuv300,1.5 W8 (O) Amt,"Rs. 12,69,131",Diesel,115bhp@3750rpm,300Nm@1500rpm,1497 cc,42 litres,Automatic,SUV,5.0,20 km/litre,3995 mm,1821 mm,1617 mm,,180 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Xuv300,1.5 W6 Amt,"Rs. 9,99,000",Diesel,115bhp@3750rpm,300Nm@1500rpm,1497 cc,42 litres,AMT,SUV,5.0,20 km/litre,3995 mm,1821 mm,1617 mm,,180 mm,Ventilated Disc,Ventilated Disc,Yes,"Front passenger frontal airbag, Driver frontal airbag"
Renault,Lodgy,85 Ps Std,"Rs. 8,63,299",Diesel,85PS@3750rpm,200Nm@1900rpm,1461 cc,50 litres,Manual,MUV,8.0,21.04 km/litre,4498 mm,1751 mm,1697 mm,1299 kg,174 mm,Ventilated Disc,Drum,Yes,
Renault,Lodgy,85 Ps Rxe 8 Seater,"Rs. 9,64,199",Diesel,85PS@3750rpm,200Nm@1900rpm,1461 cc,50 litres,Manual,MUV,8.0,21.04 km/litre,4498 mm,1751 mm,1697 mm,1299 kg,174 mm,Ventilated Disc,Drum,Yes,
Renault,Lodgy,Stepway Rxz 110Ps 8-Seater,"Rs. 12,11,599",Diesel,110PS@4000rpm,245Nm@1750rpm,1461 cc,50 litres,Manual,MUV,,19.98 km/litre,4498 mm,1751 mm,1697 mm,1338 kg,174 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Renault,Lodgy,Stepway Rxz 110Ps 7-Seater,"Rs. 12,11,599",Diesel,110PS@4000rpm,245Nm@1750rpm,1461 cc,50 litres,Manual,MUV,7.0,19.98 km/litre,4498 mm,1751 mm,1697 mm,1368 kg,174 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Renault,Lodgy,Stepway Rxl 85Ps 8-Seater,"Rs. 10,53,899",Diesel,85PS@3750rpm,200Nm@1900rpm,1461 cc,50 litres,Manual,MUV,8.0,21.04 km/litre,4498 mm,1751 mm,1697 mm,1299 kg,174 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Renault,Lodgy,Stepway Rxz 85Ps 8-Seater,"Rs. 11,30,099",Diesel,85PS@3750rpm,200Nm@1900rpm,1461 cc,50 litres,Manual,MUV,8.0,21.04 km/litre,4498 mm,1751 mm,1697 mm,1299 kg,174 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Renault,Lodgy,85 Ps Rxe 7 Seater,"Rs. 9,64,199",Diesel,85PS@3750rpm,200Nm@1900rpm,1461 cc,50 litres,Manual,MUV,7.0,21.04 km/litre,4498 mm,1751 mm,1697 mm,1299 kg,174 mm,Ventilated Disc,Drum,Yes,
Volkswagen,Vento,Trendline 1.6 (P),"Rs. 8,76,500",Petrol,105PS@5250rpm,153Nm@3800rpm,1598 cc,55 litres,Manual,Sedan,5.0,16.09 km/litre,4390 mm,1699 mm,1467 mm,1140 kg,163 mm,Ventilated Disc,Drum,,"Driver frontal airbag, Front passenger frontal airbag"
Volkswagen,Vento,Highline 1.6 (P),"Rs. 9,99,900",Petrol,105PS@5250rpm,153Nm@3800rpm,1598 cc,55 litres,Manual,Sedan,5.0,16.09 km/litre,4390 mm,1699 mm,1467 mm,1140 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Volkswagen,Vento,Comfortline 1.6 (P),"Rs. 9,99,900",Petrol,105PS@5250rpm,153Nm@3800rpm,1598 cc,55 litres,Manual,Sedan,5.0,16.09 km/litre,4390 mm,1699 mm,1467 mm,1137 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Volkswagen,Vento,Highline 1.2 (P) Dsg,"Rs. 11,97,500",Petrol,105PS@5000rpm,175Nm@1500-4100rpm,1197 cc,55 litres,Automatic,Sedan,5.0,18.19 km/litre,4390 mm,1699 mm,1467 mm,1179 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Volkswagen,Vento,Highline Plus 1.2 (P) Dsg,"Rs. 14,49,500",Petrol,105PS@5000rpm,175Nm@1500-4100rpm,1197 cc,55 litres,Automatic,Sedan,5.0,18.19 km/litre,4390 mm,1699 mm,1467 mm,1174 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Volkswagen,Vento,Trendline 1.5 (D),"Rs. 9,58,500",Diesel,105PS@4400rpm,250Nm@1500-2500rpm,1498 cc,55 litres,Manual,Sedan,5.0,20.64 km/litre,4390 mm,1699 mm,1467 mm,1193 kg,163 mm,Ventilated Disc,Drum,,"Driver frontal airbag, Front passenger frontal airbag"
Volkswagen,Vento,Comfortline 1.5 (D),"Rs. 9,99,900",Diesel,105PS@4400rpm,250Nm@1500-2500rpm,1498 cc,55 litres,Manual,Sedan,5.0,20.64 km/litre,4390 mm,1699 mm,1467 mm,1208 kg,163 mm,Ventilated Disc,Drum,Yes,"Front passenger frontal airbag, Driver frontal airbag"
Volkswagen,Vento,Highline 1.5 (D),"Rs. 12,10,500",Diesel,105PS@4400rpm,250Nm@1500-2500rpm,1498 cc,55 litres,Manual,Sedan,5.0,20.64 km/litre,4390 mm,1699 mm,1467 mm,1211 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Volkswagen,Vento,Highline 1.5 (D) Dsg,"Rs. 13,36,500",Diesel,105PS@4400rpm,250Nm@1500-2500rpm,1498 cc,55 litres,Automatic,Sedan,5.0,21.5 km/litre,4390 mm,1699 mm,1467 mm,1211 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Volkswagen,Vento,Highline Plus 1.5 (D) Dsg,"Rs. 13,17,500",Diesel,105PS@4400rpm,250Nm@1500-2500rpm,1498 cc,55 litres,Automatic,Sedan,5.0,20.64 km/litre,4390 mm,1699 mm,1467 mm,1211 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Volkswagen,Vento,Gt Line (D),"Rs. 14,49,500",Diesel,110PS@4400rpm,250Nm@1500-2500rpm,1498 cc,45 litres,Manual,Hatchback,5.0,19.91 km/litre,3971 mm,1682 mm,1469 mm,1148 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Volkswagen,Vento,Gt Line (P) Dsg,"Rs. 13,17,500",Petrol,105PS@5000rpm,175Nm@1500-4100rpm,1197 cc,45 litres,Automatic,Hatchback,5.0,17.21 km/litre,3971 mm,1682 mm,1469 mm,1109 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,E2O Plus,P4,"Rs. 8,81,425",Electric,25.8PS@3500rpm,70Nm@1000rpm,,,Automatic,Hatchback,4.0,,3390 mm,1575 mm,1585 mm,937 kg,170 mm,Ventilated Disc,Drum,,
Mahindra,E2O Plus,P6,"Rs. 9,57,177",Electric,25.8PS@3500rpm,70Nm@1000rpm,,,Automatic,Hatchback,4.0,,3390 mm,1575 mm,1585 mm,937 kg,170 mm,Ventilated Disc,Drum,,
Tata,Tigor Ev,Xm+,"Rs. 9,60,868",Electric,41.5PS@4500rpm,105Nm@2500RPM,,35 litres,Automatic,Sedan,5.0,,3992 mm,1677 mm,1537 mm,,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Tata,Tigor Ev,Xt+,"Rs. 9,75,868",Electric,41.5PS@4500rpm,105Nm@2500RPM,,35 litres,Automatic,Sedan,5.0,,3992 mm,1677 mm,1537 mm,,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Tata,Tigor Ev,Xe+,"Rs. 9,44,175",Electric,41.5PS@4500rpm,105Nm@2500RPM,,35 litres,Automatic,Sedan,5.0,,3992 mm,1677 mm,1537 mm,,165 mm,Ventilated Disc,Drum,Yes,Driver frontal airbag
Honda,Brv,E Petrol,"Rs. 9,52,900",Petrol,119PS@6600rpm,145Nm@4600rpm,1497 cc,42 litres,Manual,SUV,7.0,15.4 km/litre,4453 mm,1735 mm,1666 mm,1199 kg,210 mm,Ventilated Disc,Drum,,"Driver frontal airbag, Front passenger frontal airbag"
Honda,Brv,S Petrol,"Rs. 10,52,900",Petrol,119PS@6600rpm,145Nm@4600rpm,1497 cc,42 litres,Manual,SUV,7.0,15.4 km/litre,4453 mm,1735 mm,1666 mm,1217 kg,210 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Honda,Brv,V Petrol,"Rs. 11,67,900",Petrol,119PS@6600rpm,145Nm@4600rpm,1497 cc,42 litres,Manual,SUV,7.0,15.4 km/litre,4453 mm,1735 mm,1666 mm,1225 kg,210 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Honda,Brv,Vx Petrol,"Rs. 12,71,900",Petrol,119PS@6600rpm,145Nm@4600rpm,1497 cc,42 litres,Manual,SUV,7.0,15.4 km/litre,4456 mm,1735 mm,1666 mm,1235 kg,210 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Honda,Brv,V Cvt Petrol,"Rs. 12,85,900",Petrol,119PS@6600rpm,145Nm@4600rpm,1497 cc,42 litres,Automatic,SUV,7.0,16 km/litre,4456 mm,1735 mm,1666 mm,1238 kg,210 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Honda,Brv,S Diesel,"Rs. 11,87,900",Diesel,100PS@3600rpm,200Nm@1750rpm,1498 cc,42 litres,Manual,SUV,7.0,21.9 km/litre,4453 mm,1735 mm,1666 mm,1289 kg,210 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Honda,Brv,V Diesel,"Rs. 12,73,900",Diesel,100PS@3600rpm,200Nm@1750rpm,1498 cc,42 litres,Manual,SUV,7.0,21.9 km/litre,4453 mm,1735 mm,1666 mm,1301 kg,210 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Honda,Brv,Vx Diesel,"Rs. 13,82,900",Diesel,100PS@3600rpm,200Nm@1750rpm,1498 cc,42 litres,Manual,SUV,7.0,21.9 km/litre,4456 mm,1735 mm,1666 mm,1306 kg,210 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Thar,Crde,"Rs. 9,59,860",Diesel,105 Bhp@ 3800 rpm,247Nm@1800-2000rpm,2498 cc,60 litres,Manual,SUV,6.0,13 km/litre,3920 mm,1726 mm,1930 mm,1750 kg,200 mm,Ventilated Disc,Drum,,
Mahindra,Thar,700 Special Edition,"Rs. 9,99,148",Diesel,105PS@3800rpm,247Nm@1800-2000rpm,2498 cc,60 litres,Manual,SUV,6.0,13 km/litre,3920 mm,1726 mm,1930 mm,1750 kg,200 mm,Ventilated Disc,Drum,Yes,
Mahindra,Thar,Crde Abs,"Rs. 9,74,860",Diesel,105 Bhp@ 3800 rpm,247Nm@1800-2000rpm,2498 cc,60 litres,Manual,SUV,6.0,13 km/litre,3920 mm,1726 mm,1930 mm,1750 kg,200 mm,Ventilated Disc,Drum,Yes,
Force,Gurkha,Xpedition 5 Door,"Rs. 9,99,000",Diesel,85PS@3200rpm,230Nm@1400-2400rpm,2596 cc,63 litres,Manual,SUV,7.0,17 km/litre,4342 mm,1790 mm,2055 mm,,190 mm,Ventilated Disc,Drum,,
Force,Gurkha,Xplorer 3 Door,"Rs. 10,75,000",Diesel,85PS@3200rpm,230Nm@1400-2400rpm,2596 cc,63 litres,Manual,SUV,5.0,17 km/litre,3992 mm,1790 mm,2055 mm,,205 mm,Ventilated Disc,Drum,,
Force,Gurkha,Xtreme,"Rs. 12,99,000",Diesel,140 bhp @ 3800 rpm,321 Nm @ 1600 rpm,2149 cc,63 litres,Manual,SUV,5.0,,3992 mm,1820 mm,2075 mm,,,Solid Disc,Drum,,
Force,Gurkha,Xtreme Abs,"Rs. 13,30,000",Diesel,140 bhp @ 3800 rpm,321 Nm @ 1600 rpm,2149 cc,63 litres,Manual,SUV,5.0,,3992 mm,1820 mm,2075 mm,,,Solid Disc,Drum,Yes,
Force,Gurkha,Xpedition 3 Door,"Rs. 9,75,000",Diesel,85PS@3200rpm,230Nm@1400-2400rpm,2596 cc,63 litres,Manual,SUV,7.0,17 km/litre,4342 mm,1790 mm,2055 mm,,190 mm,Ventilated Disc,Drum,,
Force,Gurkha,Xplorer 5 Door,"Rs. 12,25,000",Diesel,85PS@3200rpm,230Nm@1400-2400rpm,2596 cc,63 litres,Manual,SUV,5.0,17 km/litre,3992 mm,1790 mm,2055 mm,,205 mm,Ventilated Disc,Drum,,
Maruti Suzuki,Xl6,Zeta Mt,"Rs. 9,84,689",Petrol,104PS@6000rpm,138Nm@4400rpm,1462 cc,45 litres,Manual,MPV,6.0,19.01 km/litre,4445 mm,1775 mm,1700 mm,1180 kg,,Ventilated Disc,Drum,Yes,Driver frontal airbag
Maruti Suzuki,Xl6,Alpha Mt,"Rs. 10,41,189",Petrol,104PS@6000rpm,138Nm@4400rpm,1462 cc,45 litres,Manual,MPV,6.0,19.01 km/litre,4445 mm,1775 mm,1700 mm,1180 kg,,Ventilated Disc,Drum,Yes,Driver frontal airbag
Maruti Suzuki,Xl6,Zeta At,"Rs. 10,94,689",Petrol,104PS@6000rpm,138Nm@4400rpm,1462 cc,45 litres,Automatic,MPV,6.0,17.01 km/litre,4445 mm,1775 mm,1700 mm,1180 kg,,Ventilated Disc,Drum,Yes,Driver frontal airbag
Maruti Suzuki,Xl6,Alpha At,"Rs. 11,51,189",Petrol,104PS@6000rpm,138Nm@4400rpm,1462 cc,45 litres,Automatic,MPV,6.0,17.01 km/litre,4445 mm,1775 mm,1700 mm,1180 kg,,Ventilated Disc,Drum,Yes,Driver frontal airbag
Fiat,Abarth Avventura,1.4 T-Jet,"Rs. 9,89,219",Petrol,143PS@5500RPM,210Nm@2000-4000RPM,1368 cc,,Manual,Crossover,5.0,17.1 km/litre,3983 mm,1706 mm,1542 mm,,205 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Tuv300 Plus,P4,"Rs. 9,92,748",Diesel,120PS@4000RPM,280Nm@1800-2800rpm,2179 cc,60 litres,Manual,SUV,9.0,18.49 km/litre,4400 mm,1835 mm,1812 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Tuv300 Plus,P6,"Rs. 10,29,650",Diesel,120PS@4000RPM,280Nm@1800-2800rpm,2179 cc,60 litres,Manual,SUV,9.0,18.49 km/litre,4400 mm,1835 mm,1812 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Tuv300 Plus,P8,"Rs. 11,42,157",Diesel,120PS@4000RPM,280Nm@1800-2800rpm,2179 cc,60 litres,Manual,SUV,9.0,18.49 km/litre,4400 mm,1835 mm,1812 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Marazzo,M2 7 Str,"Rs. 9,99,900",Diesel,121Bhp@3500rpm,300Nm@1750-2500rpm,1497 cc,45 litres,Manual,MPV,7.0,17.3 km/litre,4585 mm,1866 mm,1774 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Marazzo,M4 7 Str,"Rs. 11,56,471",Diesel,121Bhp@3500rpm,300Nm@1750-2500rpm,1497 cc,45 litres,Manual,MPV,7.0,17.3 km/litre,4585 mm,1866 mm,1774 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Marazzo,M6 7 Str,"Rs. 13,08,592",Diesel,121Bhp@3500rpm,300Nm@1750-2500rpm,1497 cc,45 litres,Manual,MPV,7.0,17.3 km/litre,4585 mm,1866 mm,1774 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Marazzo,M8 7 Str,"Rs. 14,68,440",Diesel,121Bhp@3500rpm,300Nm@1750-2500rpm,1497 cc,45 litres,Manual,MPV,7.0,17.3 km/litre,4585 mm,1866 mm,1774 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Front passenger frontal airbag, Driver frontal airbag"
Mahindra,Marazzo,M2 8 Str,"Rs. 9,99,900",Diesel,121Bhp@3500rpm,300Nm@1750-2500rpm,1497 cc,45 litres,Manual,MPV,8.0,17.3 km/litre,4585 mm,1866 mm,1774 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Marazzo,M4 8 Str,"Rs. 11,64,569",Diesel,121Bhp@3500rpm,300Nm@1750-2500rpm,1497 cc,45 litres,Manual,MPV,8.0,17.3 km/litre,4585 mm,1866 mm,1774 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Marazzo,M6 8 Str,"Rs. 13,16,690",Diesel,121Bhp@3500rpm,300Nm@1750-2500rpm,1497 cc,45 litres,Manual,MPV,8.0,17.3 km/litre,4585 mm,1866 mm,1774 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Marazzo,M8 8 Str,"Rs. 14,76,538",Diesel,121Bhp@3500rpm,300Nm@1750-2500rpm,1497 cc,45 litres,Manual,MPV,8.0,17.3 km/litre,4585 mm,1866 mm,1774 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Front passenger frontal airbag, Driver frontal airbag"
Mahindra,Scorpio,S3 2Wd,"Rs. 9,99,994",Diesel,75PS@3200rpm,200Nm@1400-2200rpm,2523 cc,60 litres,Manual,SUV,9.0,15.4 km/litre,4456 mm,1820 mm,1930 mm,,,Ventilated Disc,Drum,,
Mahindra,Scorpio,4Wd Getaway,"Rs. 12,36,258",Diesel,121PS@4000rpm,280Nm@1800-2800rpm,2179 cc,80 litres,Manual,SUV,5.0,10.22 km/litre,5118 mm,1850 mm,1874 mm,1865 kg,210 mm,Solid Disc,Drum,Yes,
Mahindra,Scorpio,2Wd Getaway,"Rs. 11,23,158",Diesel,121PS@4000rpm,280Nm@1800-2800rpm,2179 cc,80 litres,Manual,SUV,5.0,13.5 km/litre,5118 mm,1850 mm,1874 mm,2510 kg,210 mm,Solid Disc,Drum,Yes,
Mahindra,Scorpio,S5 2Wd,"Rs. 12,20,030",Diesel,120PS@4000RPM,280Nm@1800-2800rpm,2179 cc,60 litres,Manual,SUV,9.0,15.4 km/litre,4456 mm,1820 mm,1995 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Scorpio,S7 120 2Wd,"Rs. 13,30,006",Diesel,120PS@4000RPM,280Nm@1800-2800rpm,2179 cc,60 litres,Manual,SUV,9.0,15.4 km/litre,4456 mm,1820 mm,1995 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Scorpio,S7 140 2Wd,"Rs. 13,60,668",Diesel,140PS@3750rpm,320Nm@1500-2800rpm,2179 cc,60 litres,Manual,SUV,9.0,15.4 km/litre,4456 mm,1820 mm,1995 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Scorpio,S11 2Wd,"Rs. 15,40,081",Diesel,140PS@3750rpm,320Nm@1500-2800rpm,2179 cc,60 litres,Manual,SUV,9.0,15.4 km/litre,4456 mm,1820 mm,1995 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Scorpio,S11 4Wd,"Rs. 16,63,054",Diesel,140PS@3750rpm,320Nm@1500-2800rpm,2179 cc,60 litres,Manual,SUV,9.0,15.4 km/litre,4456 mm,1820 mm,1995 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Scorpio,S9 2Wd,"Rs. 14,23,710",Diesel,140PS@3750rpm,320Nm@1500-2800rpm,2179 cc,60 litres,Manual,SUV,9.0,15.4 km/litre,4456 mm,1820 mm,1995 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Skoda,Monte Carlo,Monte Carlo 1.5 Tdi At,"Rs. 14,25,599",Diesel,110PS@4000rpm,250Nm@1500-2500rpm,1498 cc,55 litres,Automatic,Sedan,5.0,21.72 km/litre,4413 mm,1699 mm,1466 mm,1228 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Skoda,Monte Carlo,Monte Carlo 1.6 Mpi At,"Rs. 12,69,599",Petrol,105PS@5250rpm,153Nm@3750-3800rpm,1598 cc,55 litres,Automatic,Sedan,5.0,14.84 km/litre,4413 mm,1699 mm,1466 mm,1187 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Skoda,Monte Carlo,Monte Carlo 1.5 Tdi Mt,"Rs. 12,99,599",Diesel,110PS@4000rpm,250Nm@1500-2500rpm,1498 cc,55 litres,Manual,Sedan,5.0,21.13 km/litre,4413 mm,1699 mm,1466 mm,1210 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Skoda,Monte Carlo,Monte Carlo 1.6 Mpi Mt,"Rs. 11,39,599",Petrol,105PS@5250rpm,153Nm@3750-3800rpm,1598 cc,55 litres,Manual,Sedan,5.0,15.41 km/litre,4413 mm,1699 mm,1466 mm,1137 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Xuv500,G At,"Rs. 16,10,180",Petrol,140PS@4500rpm,320Nm@2000 - 3000rpm,2179 cc,70 litres,Automatic,SUV,7.0,13.85 km/litre,4585 mm,1890 mm,1785 mm,1785 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Xuv500,W7,"Rs. 14,18,313",Diesel,155PS@3750rpm,330Nm@1750-2800rpm,2179 cc,70 litres,Manual,SUV,7.0,15.1 km/litre,4585 mm,1890 mm,1785 mm,1785 kg,200 mm,Solid Disc,Solid Disc,,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Xuv500,W7 At,"Rs. 15,39,488",Diesel,155PS@3750rpm,330Nm@1750-2800rpm,2179 cc,70 litres,Automatic,SUV,7.0,16 km/litre,4585 mm,1890 mm,1785 mm,1785 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag"
Mahindra,Xuv500,W9,"Rs. 15,88,943",Diesel,155PS@3750rpm,330Nm@1750-2800rpm,2179 cc,70 litres,Manual,SUV,7.0,16 km/litre,4585 mm,1890 mm,1785 mm,1785 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Xuv500,W9 At,"Rs. 17,10,118",Diesel,155PS@3750rpm,330Nm@1750-2800rpm,2179 cc,70 litres,Automatic,SUV,7.0,16 km/litre,4585 mm,1890 mm,1785 mm,1785 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Drive side airbag"
Mahindra,Xuv500,W11,"Rs. 17,16,319",Diesel,155PS@3750rpm,330Nm@1750-2800rpm,2179 cc,70 litres,Manual,SUV,7.0,16 km/litre,4585 mm,1890 mm,1785 mm,1785 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags"
Mahindra,Xuv500,W11 At,"Rs. 18,37,586",Diesel,155PS@3750rpm,330Nm@1750-2800rpm,2179 cc,70 litres,Automatic,SUV,7.0,16 km/litre,4585 mm,1890 mm,1785 mm,1785 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag"
Mahindra,Xuv500,W11 (O),"Rs. 17,41,319",Diesel,155PS@3750rpm,330Nm@1750-2800rpm,2179 cc,70 litres,Manual,SUV,7.0,16 km/litre,4585 mm,1890 mm,1785 mm,1785 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags"
Mahindra,Xuv500,W11 (O) At,"Rs. 18,62,586",Diesel,155PS@3750rpm,330Nm@1750-2800rpm,2179 cc,70 litres,Automatic,SUV,7.0,16 km/litre,4585 mm,1890 mm,1785 mm,1785 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag"
Mahindra,Xuv500,G At,"Rs. 16,10,180",Petrol,140PS@4500rpm,320Nm@2000 - 3000rpm,2179 cc,70 litres,Automatic,SUV,7.0,13.85 km/litre,4585 mm,1890 mm,1785 mm,1785 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Xuv500,W7,"Rs. 14,18,313",Diesel,155PS@3750rpm,330Nm@1750-2800rpm,2179 cc,70 litres,Manual,SUV,7.0,15.1 km/litre,4585 mm,1890 mm,1785 mm,1785 kg,200 mm,Solid Disc,Solid Disc,,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Xuv500,W7 At,"Rs. 15,39,488",Diesel,155PS@3750rpm,330Nm@1750-2800rpm,2179 cc,70 litres,Automatic,SUV,7.0,16 km/litre,4585 mm,1890 mm,1785 mm,1785 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag"
Mahindra,Xuv500,W9,"Rs. 15,88,943",Diesel,155PS@3750rpm,330Nm@1750-2800rpm,2179 cc,70 litres,Manual,SUV,7.0,16 km/litre,4585 mm,1890 mm,1785 mm,1785 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,Xuv500,W9 At,"Rs. 17,10,118",Diesel,155PS@3750rpm,330Nm@1750-2800rpm,2179 cc,70 litres,Automatic,SUV,7.0,16 km/litre,4585 mm,1890 mm,1785 mm,1785 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Drive side airbag"
Mahindra,Xuv500,W11,"Rs. 17,16,319",Diesel,155PS@3750rpm,330Nm@1750-2800rpm,2179 cc,70 litres,Manual,SUV,7.0,16 km/litre,4585 mm,1890 mm,1785 mm,1785 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags"
Mahindra,Xuv500,W11 At,"Rs. 18,37,586",Diesel,155PS@3750rpm,330Nm@1750-2800rpm,2179 cc,70 litres,Automatic,SUV,7.0,16 km/litre,4585 mm,1890 mm,1785 mm,1785 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag"
