Make,Model,Variant,Ex-Showroom_Price,Fuel_Type,Power,Torque,Displacement,Fuel_Tank_Capacity,Type,Body_Type,Seating_Capacity,ARAI_Certified_Mileage,Length,Width,Height,Kerb_Weight,Ground_Clearance,Front_Brakes,Rear_Brakes,ABS_(Anti-lock_Braking_System),Airbags
Mahindra,Xuv500,W11 (O),"Rs. 17,41,319",Diesel,155PS@3750rpm,330Nm@1750-2800rpm,2179 cc,70 litres,Manual,SUV,7.0,16 km/litre,4585 mm,1890 mm,1785 mm,1785 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags"
Mahindra,Xuv500,W11 (O) At,"Rs. 18,62,586",Diesel,155PS@3750rpm,330Nm@1750-2800rpm,2179 cc,70 litres,Automatic,SUV,7.0,16 km/litre,4585 mm,1890 mm,1785 mm,1785 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag"
Mahindra,Xuv500,W11 (O) Awd,"Rs. 18,52,488",Diesel,155PS@3750rpm,330Nm@1750-2800rpm,2179 cc,70 litres,Manual,SUV,7.0,16 km/litre,4585 mm,1890 mm,1785 mm,1785 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags"
Mahindra,Xuv500,W11 (O) Awd At,"Rs. 19,73,664",Diesel,155PS@3750rpm,330Nm@1750-2800rpm,2179 cc,70 litres,Automatic,SUV,7.0,16 km/litre,4585 mm,1890 mm,1785 mm,1785 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag"
Mahindra,Xuv500,W3,"Rs. 12,30,924",Diesel,155PS@3750rpm,360Nm@1750-2800rpm,2179 cc,70 litres,Manual,SUV,7.0,16 km/litre,4585 mm,1890 mm,1785 mm,1785 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Mahindra,E Verito,D4,"Rs. 12,93,214",Electric,41PS@3500RPM,91Nm@3000rpm,72 cc,,Automatic,Sedan,5.0,,4247 mm,1740 mm,1540 mm,,,Ventilated Disc,Drum,,
Mahindra,E Verito,D2,"Rs. 12,67,208",Electric,41PS@3500RPM,91Nm@3000rpm,72 cc,,Automatic,Sedan,5.0,,4247 mm,1740 mm,1540 mm,,,Ventilated Disc,Drum,,
Mahindra,E Verito,D6,"Rs. 13,03,241",Electric,41PS@3500RPM,91Nm@3000rpm,72 cc,,Automatic,Sedan,5.0,,4247 mm,1740 mm,1540 mm,,,Ventilated Disc,Drum,,
Tata,Hexa,Xm Plus 4X2,"Rs. 16,39,374",Diesel,156PS@4000rpm,400Nm@1700-2700rpm,2179 cc,60 litres,Manual,SUV,7.0,17.6 km/litre,4788 mm,1903 mm,1791 mm,2280 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Tata,Hexa,Xt 4X4,"Rs. 19,29,417",Diesel,156PS@4000rpm,320Nm@1700-2700rpm,2179 cc,60 litres,Manual,SUV,6.0,17.6 km/litre,4788 mm,1903 mm,1791 mm,2280 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag"
Tata,Hexa,Xta 4X2,"Rs. 19,12,593",Diesel,156PS@4000rpm,400Nm@1700-2700rpm,2179 cc,60 litres,Automatic,SUV,6.0,17.6 km/litre,4788 mm,1903 mm,1791 mm,2280 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag"
Tata,Hexa,Xt 4X2,"Rs. 17,96,458",Diesel,156PS@4000rpm,400Nm@1700-2700rpm,2179 cc,,Manual,SUV,6.0,17.6 km/litre,4788 mm,1903 mm,1791 mm,2280 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag"
Tata,Hexa,Xe 4X2,"Rs. 13,71,864",Diesel,150PS@4000rpm,320Nm@1700-2700rpm,2179 cc,60 litres,Manual,SUV,7.0,17.6 km/litre,4788 mm,1903 mm,1791 mm,2280 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Tata,Hexa,Xm 4X2,"Rs. 15,31,377",Diesel,156PS@4000rpm,400Nm@1700-2700rpm,2179 cc,60 litres,Manual,SUV,7.0,17.6 km/litre,4788 mm,1903 mm,1791 mm,2280 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Tata,Hexa,Xma 4X2,"Rs. 16,55,587",Diesel,156PS@4000rpm,400Nm@1700-2700rpm,2179 cc,,Automatic,SUV,7.0,17.6 km/litre,4788 mm,1903 mm,1791 mm,2280 kg,200 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Toyota,Innova Crysta,2.4 Gx 7 Str,"Rs. 16,05,000",Diesel,150PS@3400rpm,343Nm@1400-2800rpm,2393 cc,55 litres,Manual,MUV,7.0,15.4 km/litre,4735 mm,1830 mm,1795 mm,1805 kg,167 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag"
Toyota,Innova Crysta,2.4 Vx 7 Str,"Rs. 19,27,000",Diesel,150PS@3400rpm,343Nm@1400-2800rpm,2393 cc,55 litres,Manual,MUV,7.0,15 km/litre,4735 mm,1830 mm,1795 mm,1815 kg,167 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag"
Toyota,Innova Crysta,2.4 Gx 8 Str,"Rs. 16,10,000",Diesel,150PS@3400rpm,343Nm@1400-2800rpm,2393 cc,55 litres,Manual,MUV,8.0,15.4 km/litre,4735 mm,1830 mm,1795 mm,1825 kg,167 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag"
Toyota,Innova Crysta,2.4 Vx 8 Str,"Rs. 19,32,000",Diesel,150PS@3400rpm,343Nm@1400-2800rpm,2393 cc,55 litres,Manual,MUV,8.0,15.4 km/litre,4735 mm,1830 mm,1795 mm,1820 kg,167 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag"
Toyota,Innova Crysta,2.4 Zx 7 Str,"Rs. 21,13,000",Diesel,150PS@3400rpm,343Nm@1400-2800rpm,2393 cc,55 litres,Manual,MUV,7.0,15.1 km/litre,4735 mm,1830 mm,1795 mm,1870 kg,167 mm,Ventilated Disc,Drum,Yes,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag"
Toyota,Innova Crysta,2.7 Gx At 8 Str,"Rs. 16,20,000",Petrol,166PS@5200rpm,245Nm@4000rpm,2694 cc,55 litres,Automatic,MUV,8.0,10.83 km/litre,4735 mm,1830 mm,1795 mm,1825 kg,167 mm,Ventilated Disc,Drum,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag, Driver knee airbag"
Toyota,Innova Crysta,2.7 Gx At 7 Str,"Rs. 16,15,000",Petrol,166PS@3400rpm,245Nm@1200-3400RPM,2694 cc,55 litres,Automatic,MUV,7.0,10.83 km/litre,4735 mm,1830 mm,1795 mm,1825 kg,167 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags"
Toyota,Innova Crysta,2.7 Zx At 7 Str,"Rs. 21,03,000",Petrol,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,2393 cc,55 litres,Automatic,MUV,7.0,10.75 km/litre,4735 mm,1830 mm,1795 mm,1870 kg,167 mm,Ventilated Disc,Drum,Yes,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag"
Toyota,Innova Crysta,2.7 Vx 7 Str,"Rs. 18,07,000",Petrol,150PS@3400rpm,343Nm@1400-2800rpm,2393 cc,55 litres,Manual,MUV,7.0,11.25 km/litre,4735 mm,1830 mm,1795 mm,1815 kg,167 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag"
Toyota,Innova Crysta,2.7 Gx Mt 7 Str,"Rs. 14,93,000",Petrol,174PS@3400rpm,360Nm@1200-3400rpm,2755 cc,55 litres,Manual,MUV,7.0,11.25 km/litre,4735 mm,1830 mm,1795 mm,1825 kg,167 mm,Ventilated Disc,Drum,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags"
Toyota,Innova Crysta,2.7 Gx Mt 8 Str,"Rs. 14,98,000",Petrol,174PS@3400rpm,360Nm@1200-3400rpm,2755 cc,55 litres,Manual,MUV,8.0,11.25 km/litre,4735 mm,1830 mm,1795 mm,1825 kg,167 mm,Ventilated Disc,Drum,Yes,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag"
Toyota,Innova Crysta,Touring Sport 2.4 Vx 7 Str,"Rs. 20,97,000",Diesel,150PS@3400rpm,343Nm@1400-2800rpm,2393 cc,55 litres,Manual,MUV,7.0,15 km/litre,4735 mm,1830 mm,1795 mm,1828 kg,167 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag"
Toyota,Innova Crysta,Touring Sport 2.7 Vx 7 Str,"Rs. 18,92,000",Petrol,166PS@5200rpm,245Nm@4000rpm,2393 cc,55 litres,Manual,MUV,7.0,11.25 km/litre,4735 mm,1830 mm,1795 mm,1815 kg,167 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag"
Toyota,Innova Crysta,Touring Sport 2.7 Zx At 7 Str,"Rs. 21,71,000",Petrol,166PS@5200rpm,245Nm@4000rpm,2694 cc,55 litres,Automatic,MUV,7.0,10.75 km/litre,4735 mm,1830 mm,1795 mm,1870 kg,167 mm,Ventilated Disc,Drum,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag, Drive side airbag"
Toyota,Innova Crysta,2.4 G Plus 7 Str,"Rs. 15,92,000",Diesel,150PS@3400rpm,343Nm@1400-2800rpm,2393 cc,55 litres,Manual,MUV,7.0,15.4 km/litre,4735 mm,1830 mm,1795 mm,1805 kg,167 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag"
Toyota,Innova Crysta,2.4 G Plus 8 Str,"Rs. 15,87,000",Diesel,150PS@3400rpm,343Nm@1400-2800rpm,2393 cc,55 litres,Manual,MUV,8.0,15.1 km/litre,4735 mm,1830 mm,1795 mm,1825 kg,167 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag"
Jeep,Compass,1.4 Limited At,"Rs. 19,96,000",Petrol,162PS@3750rpm,250Nm@1750-2500rpm,1368 cc,60 litres,Automatic,SUV,5.0,16.3 km/litre,4395 mm,1818 mm,1640 mm,1562 kg,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Jeep,Compass,1.4 Sport,"Rs. 15,60,000",Petrol,162PS@3750rpm,250Nm@1750-2500rpm,1368 cc,60 litres,Manual,SUV,5.0,16.3 km/litre,4395 mm,1818 mm,1640 mm,1537 kg,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Jeep,Compass,1.4 Limited (O) At,"Rs. 20,55,000",Petrol,162PS@3750rpm,250Nm@1750-2500rpm,1368 cc,60 litres,Automatic,SUV,5.0,14.1 km/litre,4395 mm,1818 mm,1640 mm,1562 kg,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Jeep,Compass,2.0 Sport,"Rs. 16,61,000",Diesel,173PS@3750rpm,350Nm@1750-2500rpm,1956 cc,60 litres,Manual,SUV,5.0,17.1 km/litre,4395 mm,1818 mm,1640 mm,1537 kg,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Jeep,Compass,2.0 Longitude,"Rs. 18,03,000",Diesel,173PS@3750rpm,350Nm@1750-2500rpm,1956 cc,60 litres,Manual,SUV,5.0,17.1 km/litre,4395 mm,1818 mm,1640 mm,1551 kg,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Jeep,Compass,2.0 Longitude (O),"Rs. 18,88,000",Diesel,173PS@3750rpm,350Nm@1750-2500rpm,1956 cc,60 litres,Manual,SUV,5.0,17.1 km/litre,4395 mm,1818 mm,1640 mm,1551 kg,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Jeep,Compass,2.0 Limited,"Rs. 19,73,000",Diesel,173PS@3750rpm,350Nm@1750-2500rpm,1956 cc,60 litres,Manual,SUV,5.0,17.1 km/litre,4395 mm,1818 mm,1640 mm,1562 kg,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Jeep,Compass,2.0 Limited (O),"Rs. 20,22,000",Diesel,173PS@3750rpm,350Nm@1750-2500rpm,1956 cc,60 litres,Manual,SUV,5.0,17.1 km/litre,4395 mm,1818 mm,1640 mm,1562 kg,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Jeep,Compass,2.0 Limited 4X4,"Rs. 21,51,000",Diesel,173PS@3750rpm,350Nm@1750-2500rpm,1956 cc,60 litres,Manual,SUV,5.0,16.3 km/litre,4395 mm,1818 mm,1640 mm,1641 kg,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag"
Jeep,Compass,2.0 Limited (O) 4X4,"Rs. 21,99,000",Diesel,173PS@3750rpm,350Nm@1750-2500rpm,1956 cc,60 litres,Manual,SUV,5.0,16.3 km/litre,4395 mm,1818 mm,1640 mm,1641 kg,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags"
Jeep,Compass,1.4 Limited Plus At Petrol,"Rs. 21,67,000",Petrol,162PS@3750rpm,250Nm@1750-2500rpm,1368 cc,60 litres,Automatic,SUV,5.0,16.3 km/litre,4395 mm,1818 mm,1640 mm,1562 kg,,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag"
Jeep,Compass,2.0 Limited Plus 4X2 Diesel,"Rs. 21,33,000",Diesel,173PS@3750rpm,350Nm@1750-2500rpm,1956 cc,60 litres,Manual,SUV,5.0,17.1 km/litre,4395 mm,1818 mm,1640 mm,1562 kg,,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag"
Jeep,Compass,2.0 Limited Plus 4X4 Diesel,"Rs. 23,11,000",Diesel,173PS@3750rpm,350Nm@1750-2500rpm,1956 cc,60 litres,Manual,SUV,5.0,16.3 km/litre,4395 mm,1818 mm,1640 mm,1641 kg,,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag"
Jeep,Compass,2.0 Sport Plus,"Rs. 16,99,000",Diesel,173PS@3750rpm,350Nm@1750-2500rpm,1956 cc,60 litres,Manual,SUV,5.0,17.1 km/litre,4395 mm,1818 mm,1640 mm,1537 kg,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Jeep,Compass,1.4 Sport Plus,"Rs. 15,99,000",Petrol,162PS@3750rpm,250Nm@1750-2500rpm,1368 cc,60 litres,Manual,SUV,5.0,16.3 km/litre,4395 mm,1818 mm,1640 mm,1537 kg,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Jeep,Compass,1.4 Longitude (O) At,"Rs. 19,00,000",Petrol,163PS@5500rpm,250Nm@2500-4000rpm,1368 cc,60 litres,Automatic,SUV,5.0,14.1 km/litre,4395 mm,1818 mm,1640 mm,1562 kg,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Jeep,Compass,1.4 Limited (O) At Petrol Black Pack,"Rs. 20,70,000",Petrol,162PS@3750rpm,250Nm@1750-2500rpm,1368 cc,60 litres,Automatic,SUV,5.0,16.3 km/litre,4395 mm,1818 mm,1640 mm,1562 kg,,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag"
Jeep,Compass,2.0 Limited (O) Black Pack,"Rs. 20,36,300",Diesel,173PS@3750rpm,350Nm@1750-2500rpm,1956 cc,60 litres,Manual,SUV,5.0,17.1 km/litre,4395 mm,1818 mm,1640 mm,1562 kg,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Jeep,Compass,2.0 Limited (O) 4X4 Black Pack,"Rs. 22,14,000",Diesel,173PS@3750rpm,350Nm@1750-2500rpm,1956 cc,60 litres,Manual,SUV,5.0,16.3 km/litre,4395 mm,1818 mm,1640 mm,1641 kg,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags"
Jeep,Compass,2.0 Limited Plus 4X4 At,"Rs. 24,99,000",Diesel,173PS@3750rpm,350Nm@1750-2500rpm,1956 cc,60 litres,Automatic,SUV,5.0,17.1 km/litre,4395 mm,1818 mm,1640 mm,1562 kg,,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag"
Jeep,Compass,2.0 Longitude 4X4 At,"Rs. 21,96,000",Diesel,173PS@3750rpm,350Nm@1750-2500rpm,1956 cc,60 litres,Automatic,SUV,5.0,17.1 km/litre,4395 mm,1818 mm,1640 mm,1551 kg,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Toyota,Corolla Altis,G Petrol,"Rs. 16,45,000",Petrol,140PS@6400rpm,173Nm@4000rpm,1798 cc,55 litres,Manual,Sedan,5.0,16.7 km/litre,4620 mm,1775 mm,1475 mm,1220 kg,175 mm,Ventilated Disc,Solid Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag"
Toyota,Corolla Altis,G At Petrol,"Rs. 18,06,000",Petrol,140PS@6400rpm,173Nm@4000rpm,1798 cc,55 litres,Automatic,Sedan,5.0,16.7 km/litre,4620 mm,1775 mm,1475 mm,1260 kg,175 mm,Ventilated Disc,Solid Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag"
Toyota,Corolla Altis,Gl Petrol,"Rs. 18,82,000",Petrol,140PS@6400rpm,173Nm@4000rpm,1798 cc,55 litres,Manual,Sedan,5.0,16.7 km/litre,4620 mm,1775 mm,1475 mm,1280 kg,175 mm,Ventilated Disc,Solid Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag"
Toyota,Corolla Altis,Gl Diesel,"Rs. 19,36,000",Diesel,88.4PS@3800rpm,205Nm@1800-2800rpm,1364 cc,43 litres,Manual,Sedan,5.0,21 km/litre,4620 mm,1775 mm,1475 mm,1270 kg,175 mm,Ventilated Disc,Solid Disc,Yes,"Driver knee airbag, Driver frontal airbag, Front passenger frontal airbag"
Toyota,Corolla Altis,G Diesel,"Rs. 17,71,000",Diesel,88.4PS@3800rpm,205Nm@1800-2800rpm,1364 cc,43 litres,Manual,Sedan,5.0,21 km/litre,4620 mm,1775 mm,1475 mm,1230 kg,175 mm,Ventilated Disc,Solid Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag"
Toyota,Corolla Altis,Vl At Petrol,"Rs. 20,19,000",Petrol,140PS@6400rpm,173Nm@4000rpm,1798 cc,55 litres,Automatic,Sedan,5.0,16.7 km/litre,4620 mm,1775 mm,1475 mm,1310 kg,175 mm,Ventilated Disc,Solid Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag"
Honda,Civic,1.8 V Cvt,"Rs. 17,93,900",Petrol,141PS@6500rpm,174Nm@4300rpm,1799 cc,47 litres,Automatic,Sedan,5.0,16.5 km/litre,4656 mm,1799 mm,1433 mm,1268 kg,,Ventilated Disc,Solid Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag"
Honda,Civic,1.8 Vx Cvt,"Rs. 19,44,900",Petrol,141PS@6500rpm,174Nm@4300rpm,1799 cc,47 litres,Automatic,Sedan,5.0,16.5 km/litre,4656 mm,1799 mm,1433 mm,1275 kg,,Ventilated Disc,Solid Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag"
Honda,Civic,1.8 Zx Cvt,"Rs. 21,24,900",Petrol,141PS@6500rpm,174Nm@4300rpm,1799 cc,47 litres,Automatic,Sedan,5.0,16.8 km/litre,4656 mm,1799 mm,1433 mm,1300 kg,,Ventilated Disc,Solid Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag"
Honda,Civic,1.6 Vx Mt,"Rs. 20,54,900",Diesel,120ps@4000,300Nm@2000,1597 cc,47 litres,Manual,Sedan,5.0,26.8 km/litre,4656 mm,1799 mm,1433 mm,1325 kg,,Ventilated Disc,Solid Disc,Yes,"Driver frontal airbag, Front passenger curtain airbag, Front passenger frontal airbag, Driver curtain airbag"
Honda,Civic,1.6 Zx Mt,"Rs. 22,34,900",Diesel,120PS@4000RPM,300NM@2000rpm,1597 cc,47 litres,Manual,Sedan,5.0,26.8 km/litre,4656 mm,1799 mm,1433 mm,1353 kg,,Ventilated Disc,Solid Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags"
Mg,Zs Ev,Excite,"Rs. 20,88,000",Electric,142.76PS@3500rpm,353Nm@5000rpm,,,Automatic,SUV,5.0,,4314 mm,1809 mm,1644 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag"
Mg,Zs Ev,Exclusive,"Rs. 23,58,000",Electric,142.76PS@3500rpm,353Nm@5000rpm,,,Automatic,SUV,5.0,,4314 mm,1809 mm,1644 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag"
Kia,Carnival,Premium 7 Str,"Rs. 24,95,000",Diesel,200PS@3800rpm,440Nm@1750-2750rpm,2199 cc,,Automatic,MUV,7.0,,5115 mm,1985 mm,1755 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Kia,Carnival,Premium 8 Str,"Rs. 25,15,000",Diesel,200PS@3800rpm,440Nm@1750-2750rpm,2199 cc,,Automatic,MUV,7.0,,5115 mm,1985 mm,1755 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Kia,Carnival,Prestige 7 Str,"Rs. 28,95,000",Diesel,200PS@3800rpm,440Nm@1750-2750rpm,2199 cc,,Automatic,MUV,7.0,,5115 mm,1985 mm,1755 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag"
Kia,Carnival,Prestige 9 (6+3) Str,"Rs. 29,95,000",Diesel,200PS@3800rpm,440Nm@1750-2750rpm,2199 cc,,Automatic,MUV,7.0,,5115 mm,1985 mm,1755 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag"
Kia,Carnival,Limousine 7 Str,"Rs. 33,95,000",Diesel,200PS@3800rpm,440Nm@1750-2750rpm,2199 cc,,Automatic,MUV,7.0,,5115 mm,1985 mm,1755 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag"
Skoda,Superb,Style 1.8 Tsi Mt,"Rs. 25,99,599",Petrol,180PS@6200RPM,320Nm@1450-3900rpm,1798 cc,66 litres,Manual,Sedan,5.0,14.12 km/litre,4861 mm,1864 mm,1483 mm,1449 kg,164 mm,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags"
Skoda,Superb,Style 1.8 Tsi At,"Rs. 27,79,599",Petrol,180PS@6200RPM,250NM@1250-5000rpm,1798 cc,66 litres,Automatic,Sedan,5.0,14.67 km/litre,4861 mm,1864 mm,1483 mm,1540 kg,164 mm,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags"
Skoda,Superb,L & K 1.8 Tsi At,"Rs. 30,99,599",Petrol,180PS@6200RPM,250NM@1250-5000rpm,1798 cc,66 litres,Automatic,Sedan,5.0,13.7 km/litre,4861 mm,1864 mm,1483 mm,1540 kg,164 mm,Ventilated Disc,Ventilated Disc,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag, Rear passenger side airbags"
Skoda,Superb,L & K 2.0 Tdi At,"Rs. 33,49,599",Diesel,177PS@4000RPM,350Nm@1500-3500rpm,1968 cc,66 litres,Automatic,Sedan,5.0,18.19 km/litre,4861 mm,1864 mm,1483 mm,1565 kg,149 mm,Ventilated Disc,Ventilated Disc,Yes,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags"
Skoda,Superb,Style 2.0 Tdi At,"Rs. 30,29,599",Diesel,177PS@4000RPM,350Nm@1500-3500rpm,1968 cc,66 litres,Automatic,Sedan,5.0,18.19 km/litre,4861 mm,1864 mm,1483 mm,1565 kg,149 mm,Ventilated Disc,Ventilated Disc,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Rear passenger side airbags"
Skoda,Superb,Corporate Edition 1.8 Tsi At,"Rs. 25,99,599",Petrol,180PS@6200RPM,250NM@1250-5000rpm,1798 cc,66 litres,Automatic,Sedan,5.0,14.67 km/litre,4861 mm,1864 mm,1483 mm,1540 kg,164 mm,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags"
Skoda,Superb,Corporate Edition 2.0 Tdi At,"Rs. 28,49,599",Diesel,177PS@4000RPM,350Nm@1500-3500rpm,1968 cc,66 litres,Automatic,Sedan,5.0,18.19 km/litre,4861 mm,1864 mm,1483 mm,1565 kg,149 mm,Ventilated Disc,Ventilated Disc,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Rear passenger side airbags"
